product_id;product_name;discounted_price;actual_price;discount_percentage;rating;rating_count;main_category;sub_category;product_type;savings;price_range;rating_category;review_count;sentiment_mean;pct_positif;pct_negatif;sentiment_label
B07JW9H4J1;Wayona Nylon Braided USB to Lightning Fast Charging and Data Sync Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, 5, iPad Air, Pro, Mini (3 FT Pack of 1, Grey);399;1099;64;4,2;24269;Computers&Accessories;Accessories&Peripherals;USBCables;700;Budget <500;Bon;8;0,455;80;0;Positif
B098NS6PVG;Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C Cable for Smartphones, Tablets, Laptops & other Type C devices, PD Technology, 480Mbps Data Sync, Quick Charge 3.0 (RCT15A, Black);199;349;43;4;43994;Computers&Accessories;Accessories&Peripherals;USBCables;150;Budget <500;Moyen;8;0,376893333;73,3;0;Positif
B096MSW6CT;Sounce Fast Phone Charging Cable & Data Sync USB Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, 5, iPad Air, Pro, Mini & iOS Devices;199;1899;90;3,9;7928;Computers&Accessories;Accessories&Peripherals;USBCables;1700;Budget <500;Moyen;8;0,61125;100;0;Positif
B08HDJ86NZ;boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant, Tangle-Free, Sturdy Cable with 3A Fast Charging & 480mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Martian Red);329;699;53;4,2;94363;Computers&Accessories;Accessories&Peripherals;USBCables;370;Budget <500;Bon;8;0,42381;90;0;Positif
B08CF3B7N1;Portronics Konnect L 1.2M Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function for iPhone, iPad (Grey);154;399;61;4,2;16905;Computers&Accessories;Accessories&Peripherals;USBCables;245;Budget <500;Bon;8;0,346594737;73,7;5,3;Positif
B08Y1TFSP6;pTron Solero TB301 3A Type-C Data and Fast Charging Cable, Made in India, 480Mbps Data Sync, Strong and Durable 1.5-Meter Nylon Braided USB Cable for Type-C Devices for Charging Adapter (Black);149;1000;85;3,9;24871;Computers&Accessories;Accessories&Peripherals;USBCables;851;Budget <500;Moyen;8;0,3138375;62,5;12,5;Positif
B08WRWPM22;boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Transmission (Black);176,63;499;65;4,1;15188;Computers&Accessories;Accessories&Peripherals;USBCables;322,37;Budget <500;Moyen;8;0,378475;58,3;0;Positif
B08DDRGWTJ;MI Usb Type-C Cable Smartphone (Black);229;299;23;4,3;30411;Computers&Accessories;Accessories&Peripherals;USBCables;70;Budget <500;Bon;8;0,515775;100;0;Positif
B008IFXQFU;TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows 11/10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3;499;999;50;4,2;179691;Computers&Accessories;NetworkingDevices;WirelessUSBAdapters;500;Budget <500;Bon;8;0,323453571;85,7;0;Positif
B082LZGK39;Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Micro USB Cable for Smartphones, Tablets, Laptops & Other Micro USB Devices, 480Mbps Data Sync, Quick Charge 3.0 (RCM15, Black);199;299;33;4;43994;Computers&Accessories;Accessories&Peripherals;USBCables;100;Budget <500;Moyen;8;0,376893333;73,3;0;Positif
B08CF3D7QR;Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1.2Meter with Charge & Sync Function for All Type-C Devices (Grey);154;339;55;4,3;13391;Computers&Accessories;Accessories&Peripherals;USBCables;185;Budget <500;Bon;8;0,305154545;72,7;0;Positif
B0789LZTCJ;boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black);299;799;63;4,2;94363;Computers&Accessories;Accessories&Peripherals;USBCables;500;Budget <500;Bon;8;0,42381;90;0;Positif
B07KSMBL2H;AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot;219;700;69;4,4;426973;Electronics;HomeTheater,TV&Video;HDMICables;481;Budget <500;Bon;8;0,50976;90;0;Positif
B085DTN6R2;Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quick Charge Support, Nylon Braided for All Type-C and 8 Pin Devices, Green;350;899;61;4,2;2262;Computers&Accessories;Accessories&Peripherals;USBCables;549;Budget <500;Bon;8;0,411290909;100;0;Positif
B09KLVMZ3B;Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function (White);159;399;60;4,1;4768;Computers&Accessories;Accessories&Peripherals;USBCables;240;Budget <500;Moyen;8;0,41435;90;0;Positif
B083342NKJ;MI Braided USB Type-C Cable for Charging Adapter (Red);349;399;13;4,4;18757;Computers&Accessories;Accessories&Peripherals;USBCables;50;Budget <500;Bon;8;0,554666667;100;0;Positif
B0B6F7LX4C;MI 80 cm (32 inches) 5A Series HD Ready Smart Android LED TV L32M7-5AIN (Black);13999;24999;44;4,2;32840;Electronics;HomeTheater,TV&Video;SmartTelevisions;11000;Luxe >10000;Bon;8;0,544;87,5;12,5;Positif
B082LSVT4B;Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C to Type C Cable for Smartphones, Tablets, Laptops & Other Type C Devices, PD Technology, 480Mbps Data Sync (RCTT15, Black);249;399;38;4;43994;Computers&Accessories;Accessories&Peripherals;USBCables;150;Budget <500;Moyen;8;0,376893333;73,3;0;Positif
B08WRBG3XW;boAt Type C A325 Tangle-free, Sturdy Type C Cable with 3A Rapid Charging & 480mbps Data Transmission(Black);199;499;60;4,1;13045;Computers&Accessories;Accessories&Peripherals;USBCables;300;Budget <500;Moyen;8;0,329361538;76,9;7,7;Positif
B08DPLCM6T;LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray);13490;21990;39;4,3;11976;Electronics;HomeTheater,TV&Video;SmartTelevisions;8500;Luxe >10000;Bon;8;0,604933333;91,7;0;Positif
B09C6HXFC1;Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black;970;1799;46;4,5;815;Computers&Accessories;Accessories&Peripherals;USBCables;829;Mid-range 500-2000;Excellent;8;0,609883333;91,7;0;Positif
B085194JFL;tizum HDMI to VGA Adapter Cable 1080P for Projector, Computer, Laptop, TV, Projectors & TV;279;499;44;3,7;10962;Electronics;HomeTheater,TV&Video;HDMICables;220;Budget <500;Moyen;8;0,250575;75;12,5;Positif
B09F6S8BT6;Samsung 80 cm (32 Inches) Wondertainment Series HD Ready LED Smart TV UA32T4340BKXXL (Glossy Black);13490;22900;41;4,3;16299;Electronics;HomeTheater,TV&Video;SmartTelevisions;9410;Luxe >10000;Bon;8;0,063088889;55,6;33,3;Positif
B09NHVCHS9;Flix Micro Usb Cable For Smartphone (Black);59;199;70;4;9378;Computers&Accessories;Accessories&Peripherals;USBCables;140;Budget <500;Moyen;8;0,27992;50;10;Positif
B0B1YVCJ2Y;Acer 80 cm (32 inches) I Series HD Ready Android Smart LED TV AR32AR2841HDFL (Black);11499;19990;42;4,3;4703;Electronics;HomeTheater,TV&Video;SmartTelevisions;8491;Luxe >10000;Bon;8;0,25014;62,5;5;Positif
B01M4GGIVU;Tizum High Speed HDMI Cable with Ethernet | Supports 3D 4K | for All HDMI Devices Laptop Computer Gaming Console TV Set Top Box (1.5 Meter/ 5 Feet);199;699;72;4,2;12153;Electronics;HomeTheater,TV&Video;HDMICables;500;Budget <500;Bon;8;0,3226;58,8;0;Positif
B08B42LWKN;OnePlus 80 cm (32 inches) Y Series HD Ready LED Smart Android TV 32Y1 (Black);14999;19999;25;4,2;34899;Electronics;HomeTheater,TV&Video;SmartTelevisions;5000;Luxe >10000;Bon;8;0,204685714;57,1;23,8;Positif
B094JNXNPV;Ambrane Unbreakable 3 in 1 Fast Charging Braided Multipurpose Cable for Speaker with 2.1 A Speed - 1.25 meter, Black;299;399;25;4;2766;Computers&Accessories;Accessories&Peripherals;USBCables;100;Budget <500;Moyen;8;0,2396375;75;0;Positif
B09W5XR9RT;Duracell USB C To Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black;970;1999;51;4,4;184;Computers&Accessories;Accessories&Peripherals;USBCables;1029;Mid-range 500-2000;Bon;8;0,49999;90;10;Positif
B077Z65HSD;boAt A400 USB Type-C to USB-A 2.0 Male Data Cable, 2 Meter (Black);299;999;70;4,3;20850;Computers&Accessories;Accessories&Peripherals;USBCables;700;Budget <500;Bon;8;0,4391;100;0;Positif
B00NH11PEY;AmazonBasics USB 2.0 - A-Male to A-Female Extension Cable for Personal Computer, Printer (Black, 9.8 Feet/3 Meters);199;750;73;4,5;74976;Computers&Accessories;Accessories&Peripherals;USBCables;551;Budget <500;Excellent;8;0,269444444;61,1;11,1;Positif
B09CMM3VGK;Ambrane 60W / 3A Type C Fast Charging Unbreakable 1.5m L Shaped Braided Cable, PD Technology, 480Mbps Data Transfer for Smartphones, Tablet, Laptops & other type c devices (ABLC10, Black);179;499;64;4;1934;Computers&Accessories;Accessories&Peripherals;USBCables;320;Budget <500;Moyen;8;0,321788889;88,9;11,1;Positif
B08QSC1XY8;Zoul USB C 60W Fast Charging 3A 6ft/2M Long Type C Nylon Braided Data Cable Quick Charger Cable QC 3.0 for Samsung Galaxy M31S M30 S10 S9 S20 Plus, Note 10 9 8, A20e A40 A50 A70 (2M, Grey);389;1099;65;4,3;974;Computers&Accessories;Accessories&Peripherals;USBCables;710;Budget <500;Bon;8;0,403125;91,7;0;Positif
B008FWZGSG;Samsung Original Type C to C Cable - 3.28 Feet (1 Meter), White;599;599;0;4,3;355;Computers&Accessories;Accessories&Peripherals;USBCables;0;Mid-range 500-2000;Bon;8;0,451388889;88,9;11,1;Positif
B0B4HJNPV4;pTron Solero T351 3.5Amps Fast Charging Type-C to Type-C PD Data & Charging USB Cable, Made in India, 480Mbps Data Sync, Durable 1 Meter Long Cable for Type-C Smartphones, Tablets & Laptops (Black);199;999;80;3,9;1075;Computers&Accessories;Accessories&Peripherals;USBCables;800;Budget <500;Moyen;8;0,447358333;66,7;8,3;Positif
B08Y1SJVV5;pTron Solero MB301 3A Micro USB Data & Charging Cable, Made in India, 480Mbps Data Sync, Strong & Durable 1.5-Meter Nylon Braided USB Cable for Micro USB Devices - (Black);99;666,66;85;3,9;24871;Computers&Accessories;Accessories&Peripherals;USBCables;567,66;Budget <500;Moyen;8;0,3138375;62,5;12,5;Positif
B07XLCFSSN;Amazonbasics Nylon Braided Usb-C To Lightning Cable, Fast Charging Mfi Certified Smartphone, Iphone Charger (6-Foot, Dark Grey);899;1900;53;4,4;13552;Computers&Accessories;Accessories&Peripherals;USBCables;1001;Mid-range 500-2000;Bon;8;0,458390909;100;0;Positif
B09RZS1NQT;Sounce 65W OnePlus Dash Warp Charge Cable, 6.5A Type-C to USB C PD Data Sync Fast Charging Cable Compatible with One Plus 8T/ 9/ 9R/ 9 pro/ 9RT/ 10R/ Nord & for All Type C Devices – Red, 1 Meter;199;999;80;4;576;Computers&Accessories;Accessories&Peripherals;USBCables;800;Budget <500;Moyen;8;0,451745455;100;0;Positif
B0B3MMYHYW;OnePlus 126 cm (50 inches) Y Series 4K Ultra HD Smart Android LED TV 50Y1S Pro (Black);32999;45999;28;4,2;7298;Electronics;HomeTheater,TV&Video;SmartTelevisions;13000;Luxe >10000;Bon;8;0,127665854;48,8;17,1;Positif
B09C6HWG18;Duracell Type C To Type C 5A (100W) Braided Sync & Fast Charging Cable, 3.9 Feet (1.2M). USB C to C Cable, Supports PD & QC 3.0 Charging, 5 GBPS Data Transmission – Black;970;1999;51;4,2;462;Computers&Accessories;Accessories&Peripherals;USBCables;1029;Mid-range 500-2000;Bon;8;0,367553846;84,6;0;Positif
B00NH11KIK;AmazonBasics USB 2.0 Cable - A-Male to B-Male - for Personal Computer, Printer- 6 Feet (1.8 Meters), Black;209;695;70;4,5;107687;Computers&Accessories;Accessories&Peripherals;USBCables;486;Budget <500;Excellent;8;0,269225;75;0;Positif
B09JPC82QC;Mi 108 cm (43 inches) Full HD Android LED TV 4C | L43M6-INC (Black);19999;34999;43;4,3;27151;Electronics;HomeTheater,TV&Video;SmartTelevisions;15000;Luxe >10000;Bon;8;0,201727273;68,2;6,8;Positif
B07JW1Y6XV;Wayona Nylon Braided 3A Lightning to USB A Syncing and Fast Charging Data Cable for iPhone, Ipad (3 FT Pack of 1, Black);399;1099;64;4,2;24269;Computers&Accessories;Accessories&Peripherals;USBCables;700;Budget <500;Bon;8;0,455;80;0;Positif
B07KRCW6LZ;TP-Link Nano AC600 USB Wi-Fi Adapter(Archer T2U Nano)- 2.4G/5G Dual Band Wireless Network Adapter for PC Desktop Laptop, Mini Travel Size, Supports Windows 11,10, 8.1, 8, 7, XP/Mac OS 10.9-10.15;999;1599;38;4,3;12093;Computers&Accessories;NetworkingDevices;WirelessUSBAdapters;600;Mid-range 500-2000;Bon;8;0,326175;83,3;8,3;Positif
B09NJN8L25;FLiX (Beetel USB to Micro USB PVC Data Sync & 2A Fast Charging Cable, Made in India, 480Mbps Data Sync, Solid Cable, 1 Meter Long USB Cable for Micro USB Devices (White)(XCD-M11);59;199;70;4;9378;Computers&Accessories;Accessories&Peripherals;USBCables;140;Budget <500;Moyen;8;0,27992;50;10;Positif
B07XJYYH7L;Wecool Nylon Braided Multifunction Fast Charging Cable For Android Smartphone, Ios And Type C Usb Devices, 3 In 1 Charging Cable, 3A, (3 Feet) (Black);333;999;67;3,3;9792;Computers&Accessories;Accessories&Peripherals;USBCables;666;Budget <500;Faible;8;-0,026081818;36,4;45,5;Neutre
B002PD61Y4;D-Link DWA-131 300 Mbps Wireless Nano USB Adapter (Black);507;1208;58;4,1;8131;Computers&Accessories;NetworkingDevices;WirelessUSBAdapters;701;Mid-range 500-2000;Moyen;8;0,31375;70;10;Positif
B014I8SSD0;Amazon Basics High-Speed HDMI Cable, 6 Feet - Supports Ethernet, 3D, 4K video,Black;309;475;35;4,4;426973;Electronics;HomeTheater,TV&Video;HDMICables;166;Budget <500;Bon;8;0,50976;90;0;Positif
B09L8DSSFH;7SEVEN® Compatible for Samsung Smart 4K Ultra HD TV Monitor Remote Control Replacement of Original Samsung TV Remote for LED OLED UHD QLED and Suitable for 6 7 8 Series Samsung TV with Hot Keys BN59-01259E;399;999;60;3,6;493;Electronics;HomeTheater,TV&Video;RemoteControls;600;Budget <500;Moyen;8;0,202563636;63,6;18,2;Positif
B07232M876;Amazonbasics Micro Usb Fast Charging Cable For Android Smartphone,Personal Computer,Printer With Gold Plated Connectors (6 Feet, Black);199;395;50;4,2;92595;Computers&Accessories;Accessories&Peripherals;USBCables;196;Budget <500;Bon;8;0,224219355;74,2;3,2;Positif
B07P681N66;TP-Link AC600 600 Mbps WiFi Wireless Network USB Adapter for Desktop PC with 2.4GHz/5GHz High Gain Dual Band 5dBi Antenna Wi-Fi, Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.15 and earlier (Archer T2U Plus);1199;2199;45;4,4;24780;Computers&Accessories;NetworkingDevices;WirelessUSBAdapters;1000;Mid-range 500-2000;Bon;8;0,335478261;78,3;8,7;Positif
B0711PVX6Z;AmazonBasics Micro USB Fast Charging Cable for Android Phones with Gold Plated Connectors (3 Feet, Black);179;500;64;4,2;92595;Computers&Accessories;Accessories&Peripherals;USBCables;321;Budget <500;Bon;8;0,224219355;74,2;3,2;Positif
B082T6V3DT;AmazonBasics New Release Nylon USB-A to Lightning Cable Cord, Fast Charging MFi Certified Charger for Apple iPhone, iPad (6-Ft, Rose Gold);799;2100;62;4,3;8188;Computers&Accessories;Accessories&Peripherals;USBCables;1301;Mid-range 500-2000;Bon;8;0,3028;69,2;0;Positif
B07MKFNHKG;VW 80 cm (32 inches) Frameless Series HD Ready LED TV VW32A (Black);6999;12999;46;4,2;4003;Electronics;HomeTheater,TV&Video;StandardTelevisions;6000;Premium 2000-10000;Bon;8;0,280909524;61,9;14,3;Positif
B0BFWGBX61;Ambrane Unbreakable 3A Fast Charging Braided Type C Cable    1.5 Meter (RCT15, Blue) Supports QC 2.0/3.0 Charging;199;349;43;4,1;314;Computers&Accessories;Accessories&Peripherals;USBCables;150;Budget <500;Moyen;8;0,335557143;64,3;0;Positif
B01N90RZ4M;Tata Sky Universal Remote;230;499;54;3,7;2960;Electronics;HomeTheater,TV&Video;RemoteControls;269;Budget <500;Moyen;8;0,0797;33,3;55,6;Positif
B0088TKTY2;TP-LINK WiFi Dongle 300 Mbps Mini Wireless Network USB Wi-Fi Adapter for PC Desktop Laptop(Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.9-10.15 and Linux, WPS, Soft AP Mode, USB 2.0) (TL-WN823N),Black;649;1399;54;4,2;179691;Computers&Accessories;NetworkingDevices;WirelessUSBAdapters;750;Mid-range 500-2000;Bon;8;0,323453571;85,7;0;Positif
B09Q5SWVBJ;OnePlus 80 cm (32 inches) Y Series HD Ready Smart Android LED TV 32 Y1S (Black);15999;21999;27;4,2;34899;Electronics;HomeTheater,TV&Video;SmartTelevisions;6000;Luxe >10000;Bon;8;0,204685714;57,1;23,8;Positif
B0B4DT8MKT;Wecool Unbreakable 3 in 1 Charging Cable with 3A Speed, Fast Charging Multi Purpose Cable 1.25 Mtr Long, Type C cable, Micro Usb Cable and Cable for iPhone, White;348;1499;77;4,2;656;Computers&Accessories;Accessories&Peripherals;USBCables;1151;Budget <500;Bon;8;0,35804;80;10;Positif
B08CDKQ8T6;Portronics Konnect L 1.2Mtr, Fast Charging 3A Micro USB Cable with Charge & Sync Function (Grey);154;349;56;4,3;7064;Computers&Accessories;Accessories&Peripherals;USBCables;195;Budget <500;Bon;8;0,49767;100;0;Positif
B07B275VN9;Airtel DigitalTV DTH Television, Setup Box Remote Compatible for SD and HD Recording (Black);179;799;78;3,7;2201;Electronics;HomeTheater,TV&Video;RemoteControls;620;Budget <500;Moyen;8;0,24694;60;10;Positif
B0B15CPR37;Samsung 108 cm (43 inches) Crystal 4K Neo Series Ultra HD Smart LED TV UA43AUE65AKXXL (Black);32990;47900;31;4,3;7109;Electronics;HomeTheater,TV&Video;SmartTelevisions;14910;Luxe >10000;Bon;8;0,162478689;37,7;13,1;Positif
B0994GFWBH;Lapster 1.5 mtr USB 2.0 Type A Male to USB A Male Cable for computer and laptop;139;999;86;4;1313;Computers&Accessories;Accessories&Peripherals;USBCables;860;Budget <500;Moyen;8;0,20356;50;0;Positif
B01GGKZ0V6;AmazonBasics USB Type-C to USB Type-C 2.0 Cable - 3 Feet Laptop (0.9 Meters) - White;329;845;61;4,2;29746;Computers&Accessories;Accessories&Peripherals;USBCables;516;Budget <500;Bon;8;0,28971;70;0;Positif
B09F9YQQ7B;Redmi 80 cm (32 inches) Android 11 Series HD Ready Smart LED TV | L32M6-RA/L32M7-RA (Black);13999;24999;44;4,2;45238;Electronics;HomeTheater,TV&Video;SmartTelevisions;11000;Luxe >10000;Bon;8;0,3607875;87,5;0;Positif
B014I8SX4Y;Amazon Basics High-Speed HDMI Cable, 6 Feet (2-Pack),Black;309;1400;78;4,4;426973;Electronics;HomeTheater,TV&Video;HDMICables;1091;Budget <500;Bon;8;0,50976;90;0;Positif
B09Q8HMKZX;Portronics Konnect L 20W PD Quick Charge Type-C to 8-Pin USB Mobile Charging Cable, 1.2M, Tangle Resistant, Fast Data Sync(Grey);263;699;62;4,1;450;Computers&Accessories;Accessories&Peripherals;USBCables;436;Budget <500;Moyen;8;0,598688889;100;0;Positif
B0B9XN9S3W;Acer 80 cm (32 inches) N Series HD Ready TV AR32NSV53HD (Black);7999;14990;47;4,3;457;Electronics;HomeTheater,TV&Video;StandardTelevisions;6991;Premium 2000-10000;Bon;8;0,357330769;76,9;7,7;Positif
B07966M8XH;Model-P4 6 Way Swivel Tilt Wall Mount 32-55-inch Full Motion Cantilever for LED,LCD and Plasma TV's;1599;2999;47;4,2;2727;Electronics;HomeTheater,TV&Video;TVWall&CeilingMounts;1400;Mid-range 500-2000;Bon;8;0,327081818;54,5;9,1;Positif
B01GGKYKQM;Amazon Basics USB Type-C to USB-A 2.0 Male Fast Charging Cable for Laptop - 3 Feet (0.9 Meters), Black;219;700;69;4,3;20053;Computers&Accessories;Accessories&Peripherals;USBCables;481;Budget <500;Bon;8;0,356690909;63,6;9,1;Positif
B0B86CDHL1;oraimo 65W Type C to C Fast Charging Cable USB C to USB C Cable High Speed Syncing, Nylon Braided 1M length with LED Indicator Compatible For Laptop, Macbook, Samsung Galaxy S22 S20 S10 S20Fe S21 S21 Ultra A70 A51 A71 A50S M31 M51 M31S M53 5G;349;899;61;4,5;149;Computers&Accessories;Accessories&Peripherals;USBCables;550;Budget <500;Excellent;8;0,189361111;44,4;16,7;Positif
B0B5ZF3NRK;CEDO 65W OnePlus Dash Warp Charge Cable, USB A to Type C Data Sync Fast Charging Cable Compatible with One Plus 3 /3T /5 /5T /6 /6T /7 /7T /7 pro & for All Type C Devices - 1 Meter, Red;349;599;42;4,1;210;Computers&Accessories;Accessories&Peripherals;USBCables;250;Budget <500;Moyen;8;0,479922222;100;0;Positif
B09RFC46VP;Redmi 108 cm (43 inches) 4K Ultra HD Android Smart LED TV X43 | L43R7-7AIN (Black);26999;42999;37;4,2;45238;Electronics;HomeTheater,TV&Video;SmartTelevisions;16000;Luxe >10000;Bon;8;0,3607875;87,5;0;Positif
B08R69VDHT;Pinnaclz Original Combo of 2 Micro USB Fast Charging Cable, USB Charging Cable for Data Transfer Perfect for Android Smart Phones White 1.2 Meter Made in India (Pack of 2);115;499;77;4;7732;Computers&Accessories;Accessories&Peripherals;USBCables;384;Budget <500;Moyen;8;0,4188;90;0;Positif
B09RWZRCP1;boAt Type C A750 Stress Resistant, Tangle-free, Sturdy Flat Cable with 6.5A Fast Charging & 480Mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Rebellious Black);399;999;60;4,1;1780;Computers&Accessories;Accessories&Peripherals;USBCables;600;Budget <500;Moyen;8;0,356425;93,8;0;Positif
B09CMP1SC8;Ambrane 2 in 1 Type-C & Micro USB Cable with 60W / 3A Fast Charging, 480 mbps High Data, PD Technology & Quick Charge 3.0, Compatible with All Type-C & Micro USB Devices (ABDC-10, Black);199;499;60;4,1;602;Computers&Accessories;Accessories&Peripherals;USBCables;300;Budget <500;Moyen;8;0,348517647;76,5;0;Positif
B09YLXYP7Y;Ambrane 60W / 3A Fast Charging Output Cable with Type-C to USB for Mobile, Neckband, True Wireless Earphone Charging, 480mbps Data Sync Speed, 1m Length (ACT - AZ10, Black);179;399;55;4;1423;Computers&Accessories;Accessories&Peripherals;USBCables;220;Budget <500;Moyen;8;0,6362;100;0;Positif
B09ZPM4C2C;TCL 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32S5205 (Black);10901;30990;65;4,1;398;Electronics;HomeTheater,TV&Video;SmartTelevisions;20089;Luxe >10000;Moyen;8;0,529446667;86,7;0;Positif
B0B2DJDCPX;SWAPKART Fast Charging Cable and Data Sync USB Cable Compatible for iPhone 6/6S/7/7+/8/8+/10/11, 12, 13 Pro max iPad Air/Mini, iPod and iOS Devices (White);209;499;58;3,9;536;Computers&Accessories;Accessories&Peripherals;USBCables;290;Budget <500;Moyen;8;0,48966;100;0;Positif
B0BCZCQTJX;Firestick Remote;1434;3999;64;4;32;Electronics;HomeTheater,TV&Video;RemoteControls;2565;Mid-range 500-2000;Moyen;8;0,339466667;83,3;8,3;Positif
B07LGT55SJ;Wayona Usb Nylon Braided Data Sync And Charging Cable For Iphone, Ipad Tablet (Red, Black);399;1099;64;4,2;24269;Computers&Accessories;Accessories&Peripherals;USBCables;700;Budget <500;Bon;8;0,455;80;0;Positif
B09NKZXMWJ;Flix (Beetel) Usb To Type C Pvc Data Sync And 2A 480Mbps Data Sync, Tough Fast Charging Long Cable For Usb Type C Devices, Charging Adapter (White, 1 Meter) - Xcd-C12;139;249;44;4;9378;Computers&Accessories;Accessories&Peripherals;USBCables;110;Budget <500;Moyen;8;0,27992;50;10;Positif
B08QX1CC14;SKYWALL 81.28 cm (32 inches) HD Ready Smart LED TV 32SWELS-PRO (Black);7299;19125;62;3,4;902;Electronics;HomeTheater,TV&Video;SmartTelevisions;11826;Premium 2000-10000;Faible;8;0,211286667;60;26,7;Positif
B0974H97TJ;boAt A 350 Type C Cable for Smartphone, Charging Adapter (1.5m, Carbon Black);299;799;63;4,4;28791;Computers&Accessories;Accessories&Peripherals;USBCables;500;Budget <500;Bon;8;0,4782;77,8;11,1;Positif
B07GVGTSLN;Wayona Usb Type C Fast Charger Cable Fast Charging Usb C Cable/Cord Compatible For Samsung Galaxy S10E S10 S9 S8 Plus S10+,Note 10 Note 9 Note 8,S20,M31S,M40,Realme X3,Pixel 2 Xl (3 Ft Pack Of 1,Grey);325;1299;75;4,2;10576;Computers&Accessories;Accessories&Peripherals;USBCables;974;Budget <500;Bon;8;0,324114286;78,6;0;Positif
B09VCHLSJF;OnePlus 108 cm (43 inches) Y Series 4K Ultra HD Smart Android LED TV 43Y1S Pro (Black);29999;39999;25;4,2;7298;Electronics;HomeTheater,TV&Video;SmartTelevisions;10000;Luxe >10000;Bon;8;0,127665854;48,8;17,1;Positif
B0B1YZX72F;Acer 127 cm (50 inches) I Series 4K Ultra HD Android Smart LED TV AR50AR2851UDFL (Black);27999;40990;32;4,3;4703;Electronics;HomeTheater,TV&Video;SmartTelevisions;12991;Luxe >10000;Bon;8;0,25014;62,5;5;Positif
B092BJMT8Q;Samsung 108 cm (43 inches) Crystal 4K Series Ultra HD Smart LED TV UA43AUE60AKLXL (Black);30990;52900;41;4,3;7109;Electronics;HomeTheater,TV&Video;SmartTelevisions;21910;Luxe >10000;Bon;8;0,162478689;37,7;13,1;Positif
B0BMXMLSMM;Lapster 65W compatible for OnePlus Dash Warp Charge Cable , type c to c cable fast charging Data Sync Cable Compatible with One Plus 10R / 9RT/ 9 pro/ 9R/ 8T/ 9/ Nord & for All Type C Devices – Red, 1 Meter;199;999;80;4,5;127;Computers&Accessories;Accessories&Peripherals;USBCables;800;Budget <500;Excellent;8;0,492258333;100;0;Positif
B07JH1C41D;Wayona Nylon Braided (2 Pack) Lightning Fast Usb Data Cable Fast Charger Cord For Iphone, Ipad Tablet (3 Ft Pack Of 2, Grey);649;1999;68;4,2;24269;Computers&Accessories;Accessories&Peripherals;USBCables;1350;Mid-range 500-2000;Bon;8;0,455;80;0;Positif
B0141EZMAI;Gizga Essentials USB WiFi Adapter for PC, 150 Mbps Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows, Mac OS & Linux Kernel | WPA/WPA2 Encryption Standards| Black;269;800;66;3,6;10134;Computers&Accessories;NetworkingDevices;WirelessUSBAdapters;531;Budget <500;Moyen;8;0,397925;75;0;Positif
B09Q5P2MT3;OnePlus 108 cm (43 inches) Y Series Full HD Smart Android LED TV 43 Y1S (Black);24999;31999;22;4,2;34899;Electronics;HomeTheater,TV&Video;SmartTelevisions;7000;Luxe >10000;Bon;8;0,204685714;57,1;23,8;Positif
B08HDH26JX;boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant, Sturdy Cable with 3A Fast Charging & 480mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Mercurial Black);299;699;57;4,2;94363;Computers&Accessories;Accessories&Peripherals;USBCables;400;Budget <500;Bon;8;0,42381;90;0;Positif
